id,customer_message,intent,expected_action,expected_reason,difficulty,source_conversation_id
gold_183,Can I trade in my old iPhone 6 at the Apple Store towards an iPhone 8?,general_inquiry_advice,auto,Apple Trade In program valuation and store trade-in guide.,easy,conv_gold_183
gold_184,What are the retail store opening hours for the Regent Street Apple Store in London?,general_inquiry_advice,auto,Apple Store locator and official hours portal link.,easy,conv_gold_184
gold_185,Is iPhone 8 waterproof if I take it swimming in the ocean?,general_inquiry_advice,auto,IP67 water resistance rating explanation (freshwater vs saltwater).,easy,conv_gold_185
gold_186,How do I enable Dark Mode or Invert Colors on iOS 11?,general_inquiry_advice,auto,Settings > General > Accessibility > Display Accommodations > Smart Invert.,easy,conv_gold_186
gold_187,I am writing a research thesis on Apple's corporate supply chain. Who can I interview?,general_inquiry_advice,auto,Direct to Apple PR / media relations portal.,medium,conv_gold_187
gold_188,How do I record my iPhone screen with the new iOS 11 Control Center tool?,general_inquiry_advice,auto,Settings > Control Center > Customize Controls > Screen Recording guide.,easy,conv_gold_188
gold_189,Can Apple pencil work on iPhone or only on iPad Pro?,general_inquiry_advice,auto,Apple Pencil hardware compatibility specifications (iPad only).,easy,conv_gold_189
gold_190,"I have an idea for an unreleased Apple product patent, sign my NDA immediately!",general_inquiry_advice,escalate,Unsolicited product idea / legal NDA submission requiring legal intake.,high_risk,conv_gold_190
gold_191,How do I turn on True Tone display on iPad Pro?,general_inquiry_advice,auto,Settings > Display & Brightness > True Tone toggle.,easy,conv_gold_191
gold_192,Where can I recycle my old broken iPod and laptop cables responsibly?,general_inquiry_advice,auto,Apple recycling program and free in-store drop-off details.,easy,conv_gold_192
gold_193,How do I customize Control Center shortcuts on iOS 11?,general_inquiry_advice,auto,Settings > Control Center > Customize Controls guide.,easy,conv_gold_193
gold_194,Does the iPhone 8 come with fast charger in the box?,general_inquiry_advice,auto,Package contents specs (standard 5W adapter included).,easy,conv_gold_194
gold_195,How do I use Reachability on iPhone without home button?,general_inquiry_advice,auto,Swipe down on bottom edge of screen guide.,easy,conv_gold_195
gold_196,Can I buy AppleCare+ after 30 days of purchasing my iPhone?,general_inquiry_advice,auto,AppleCare+ 60-day purchase window policy with diagnostic check.,medium,conv_gold_196
gold_197,Are student discounts available on iPad Pro purchases at the education store?,general_inquiry_advice,auto,Apple Education Pricing eligibility and portal link.,easy,conv_gold_197
gold_198,What is the return policy window if I bought an iPhone at the Apple Store?,general_inquiry_advice,auto,Standard 14-day return/exchange policy explanation.,easy,conv_gold_198
gold_199,Can I use Apple Pay in Germany or which countries are currently supported?,general_inquiry_advice,auto,Apple Pay country and region availability list portal.,easy,conv_gold_199
gold_200,How do I scan QR codes using the camera app on iOS 11?,general_inquiry_advice,auto,Point camera at QR code and tap notification banner guide.,easy,conv_gold_200
